,Company_Brand,Founded,HeadQuarter,What_it_does,Investor,Amount,Stage,Year,Num_of_Investors,Num_of_Founders,Sector,Currency,new_amount
2781,Multibashi,2019.0,Bangalore,Free language learning platform.,Not Specified,"₹10,000,000",Seed,2018,2,2,Education,Rupees,146177.46
2782,Cleardekho,2019.0,Ghaziabad,Uttar Pradesh based online eyewear marketplace.,Not Specified,—,Venture - Series Unknown,2018,2,2,Lifestyle,Not Specified,18606331.43630252
2783,Dailyhunt,2019.0,Bangalore,NewsHunt is a Bangalore based eBooks company.,Not Specified,6000000,Series E,2018,2,2,Media/Entertainment,Dollars,6000000.0
2784,SlicePay,2019.0,Bangalore,SlicePay is an AI based instant credit app for youngsters in India.,Not Specified,14900000,Series A,2018,2,2,FinTech,Dollars,14900000.0
2785,Udaan,2019.0,Bangalore,"Udaan is a B2B trade platform, designed specifically for small and medium businesses in India.",Not Specified,225000000,Series C,2018,2,2,E-Commerce,Dollars,225000000.0
2786,Happyeasygo Group,2019.0,Haryana,HappyEasyGo is an online travel domain.,Not Specified,—,Series A,2018,2,2,Logistics,Not Specified,18606331.43630252
2788,Droni Tech,2019.0,Mumbai,Droni Tech manufacture UAVs and develop software to service a range of industry requirements.,Not Specified,"₹35,000,000",Seed,2018,2,2,Technology,Rupees,511621.11
2789,Netmeds,2019.0,Chennai,Welcome to India's most convenient pharmacy!,Not Specified,35000000,Series C,2018,2,2,Automotive,Dollars,35000000.0
2790,Bombay Shaving,2019.0,Pune,Provides a range of male grooming products,Sixth Sense Ventures,"$6,300,000 ",Series E,2019,1,1,E-Commerce,Dollars,6300000.0
2791,Ruangguru,2014.0,Mumbai,"A learning platform that provides topic-based journey, animated videos, quizzes, infographic and mock tests to students",General Atlantic,"$150,000,000 ",Series C,2019,1,2,Education,Dollars,150000000.0
2792,Eduisfun,2019.0,Mumbai,It aims to make learning fun via games.,"Deepak Parekh, Amitabh Bachchan, Piyush Pandey","$28,000,000 ",Corporate Round,2019,3,1,Education,Dollars,28000000.0
2793,HomeLane,2014.0,Chennai,Provides interior designing solutions,"Evolvence India Fund (EIF), Pidilite Group, FJ Labs","$30,000,000 ",Series D,2019,3,2,Real Estate,Dollars,30000000.0
2794,Nu Genes,2004.0,Telangana,"It is a seed company engaged in production, processing and marketing of seeds",Innovation in Food and Agriculture (IFA),"$6,000,000 ",Pre-Seed,2019,1,1,Technology,Dollars,6000000.0
2795,FlytBase,2019.0,Pune,A drone automation platform,Undisclosed,Undisclosed,Series E,2019,1,1,Technology,Not Specified,43330301.2987013
2796,Finly,2019.0,Bangalore,"It builds software products that makes work simpler, pleasant, and productive","Social Capital, AngelList India, Gemba Capital, Omphalos Ventures,  91springboard via Atal Innovation Mission, Niti Aayog.",Undisclosed,Seed,2019,6,2,Technology,Not Specified,43330301.2987013
2797,Kratikal,2013.0,Noida,It is a product-based cybersecurity solutions provider,"Gilda VC, Art Venture, Rajeev Chitrabhanu.","$1,000,000 ",Series E,2019,3,3,Technology,Dollars,1000000.0
2798,Quantiphi,2019.0,Pune,It is an AI and big data services company providing business solutions.,Multiples Alternate Asset Management,"$20,000,000 ",Series A,2019,1,1,Technology,Dollars,20000000.0
2799,Lenskart,2010.0,Delhi,It is a eyewear company,SoftBank,"$275,000,000 ",Series B,2019,1,3,E-Commerce,Dollars,275000000.0
2800,Cub McPaws,2010.0,Mumbai,A B2C  brand that focusses on premium and comfortable merchandise for Generation Alpha  kids,Venture Catalysts,Undisclosed,Series D,2019,1,2,E-Commerce,Not Specified,43330301.2987013
2801,Appnomic,2019.0,Bangalore,"It is a self-healing enterprise, the IT operations software detects, predicts and prevents problems before they happen",Avataar Ventures,"$22,000,000 ",Series A,2019,1,1,Technology,Dollars,22000000.0
2802,Kaleidofin,2018.0,Chennai,Platform that provides complete financial solutions for excluded individuals and households,Oikocredit,"$5,000,000 ",Series A,2019,1,2,FinTech,Dollars,5000000.0
2803,JobSquare,2019.0,Ahmedabad,Technology-based platform that is connecting suitable applicants to the right recruiters,Titan Capital,"$140,500 ",Venture - Series Unknown,2019,1,1,Technology,Dollars,140500.0
2804,Open Secret,2019.0,Pune,It produces and sells top quality snacks,Matrix Partners,Undisclosed,Angel,2019,1,2,Consumables,Not Specified,43330301.2987013
2805,LivFin,2017.0,Delhi,"Grants small business loans, supply chain finance and working capital loans to small and medium enterprises",German development finance institution DEG,"$5,000,000 ",Venture - Series Unknown,2019,1,1,FinTech,Dollars,5000000.0
2806,Byju's,2011.0,Delhi,Provides online learning classes,"South Africas Naspers Ventures, the CPP Investment Board","$540,000,000 ",Series B,2019,2,1,Education,Dollars,540000000.0
2807,Zest Money,2015.0,Bangalore,Uses AI to do risk profiling of e-commerce consumers who opt for EMI,Goldman Sachs.,"$15,000,000 ",Series B,2019,1,3,FinTech,Dollars,15000000.0
2808,Witblox,2014.0,Hyderabad,Offers a range of robotics learning tools,Mumbai Angels Network,"$182,700 ",Series E,2019,1,1,Education,Dollars,182700.0
2809,Azah Personal Care Pvt. Ltd.,2018.0,Gurugram,Aims to solve some problems in the feminine hygiene sector,"Kunal Bahl, Rohit Bansal.",Undisclosed,Series B,2019,2,2,Healthcare,Not Specified,43330301.2987013
2810,SalaryFits,2015.0,Bangalore,A platform that promotes financial well-being of employees at workplace,Brazilian VC Fund Confrapar,"$5,000,000 ",Series E,2019,1,1,FinTech,Dollars,5000000.0
2811,Pristyn Care,2018.0,Delhi,Delivers advanced medical care & clinical excellence aided by next-level technology,"Sequoia India, Hummingbird Ventures, Greenoaks Capital, AngelList.","$12,000,000 ",Series B,2019,4,3,Automotive,Dollars,12000000.0
2812,Springboard,2013.0,Delhi,Offers online courses and extensive mentor-based learning,Reach Capital,"$11,000,000 ",Series B,2019,1,2,Education,Dollars,11000000.0
2813,DROR Labs Pvt. Ltd,2018.0,Delhi,It uses technology to create a trust-based network of responsible citizens to ensure safety,Inflection Point Ventures,Undisclosed,Angel,2019,1,2,Technology,Not Specified,43330301.2987013
2814,Medlife,2014.0,Bangalore,It solves inadequacies in the healthcare delivery system through technology,Wilson Global Opportunities Fund,"$15,500,000 ",Series D,2019,1,2,Healthcare,Dollars,15500000.0
2815,Seekify,2019.0,Delhi,Customer Experience (CX) Automation platform,Sequoia Capita,"$1,500,000 ",Seed,2019,1,2,Technology,Dollars,1500000.0
2816,Toffee Insurance,2017.0,Haryana,Provides variety of insurance plans and policies,IVM Intersurer,"$5,500,000 ",Series A,2019,1,2,Finance,Dollars,5500000.0
2817,Fireflies .ai,2019.0,Gurugram,Developer of an artificial intelligence-powered assistant for businesses,Canaan Partners,"$5,000,000 ",Series A,2019,1,1,Technology,Dollars,5000000.0
2818,HungerBox,2015.0,Bangalore,"Offers B2B tech platform to corporates, aimed at improving the operations of their cafeterias","Paytm, Asian VC fund NPTK, Sabre Partners, Neoplux.","$12,000,000 ",Series C,2019,4,2,Consumables,Dollars,12000000.0
2819,Bijak,2019.0,Gurugram,B2B platform for agricultural commodities.,"Omnivore and Omidyar Network India, Sequoia Capital","$2,500,000 ",Series D,2019,2,5,Technology,Dollars,2500000.0
2820,Licious,2019.0,Bangalore,Online meat shop,Vertex Growth Fund,"$30,000,000 ",Series E,2019,1,2,Consumables,Dollars,30000000.0
2821,truMe,2019.0,Chennai,A global platform for Identity and Access Management,Rajan Kaistha,"$140,000 ",Series A,2019,1,3,Technology,Dollars,140000.0
2822,Pumpkart,2014.0,Chandigarh,B2B model for appliances and electrical products,Dinesh Dua,Undisclosed,Series A,2019,1,1,E-Commerce,Not Specified,43330301.2987013
2823,Asteria Aerospace,2011.0,Bangalore,"Develops drones that are used by the military, paramilitary, police forces and in various industries.",Reliance Industries,"$230,000,000 ",Series E,2019,1,2,Technology,Dollars,230000000.0
2824,Rivigo,2014.0,Chennai,"It offers delivery services across India to retail, e-commerce, pharmaceutical, automobile and FMCG companies","SAIF Partners India VI Ltd, Spring Canter Investment Ltd","$20,000,000 ",Series D,2019,2,2,Logistics,Dollars,20000000.0
2825,HappyEasyGo,2017.0,Gurugram,Online flight booking,"Korea Investment Partners (KIP), Samsung Venture Investment Corporation (SVIC), UOB Venture, 10 Fund, CVCapital, Zero2IPO Ventures, M&S Partners","$49,400,000 ",Series C,2019,7,2,Logistics,Dollars,49400000.0
2826,Zetwerk,2018.0,Bangalore,Provides facilities to get products manufactured.,"Lightspeed and Greenoaks Capital, Sequoia India, Accel and Kae Capital","$32,000,000 ",Series B,2019,3,2,Manufacture,Dollars,32000000.0
2827,Observe.AI,2019.0,Bangalore,Creates a voice AI platform,Scale Venture Partners,"$26,000,000 ",Series A,2019,1,1,Technology,Dollars,26000000.0
2828,Freshokartz,2016.0,Jaipur,Online fruits and vegetables delivery company,ThinkLab,"$150,000 ",Corporate Round,2019,1,1,E-Commerce,Dollars,150000.0
2829,Lil Goodness and sCool meal,2019.0,Bangalore,It empowers moms to provide the best of foods to their Lil' ones,"Sajan Pillai, Muthu Krishnan,","$400,000 ",Series E,2019,3,2,Consumables,Dollars,400000.0
2830,Trell,2016.0,Bangalore,Blogging platform that enables people to create visual collections of their travel and local experiences,"Ruizheng Investment, Tej Kapoor, Krinshavataram Venkata Vinjamuri, Harsh Shah","$2,000,000 ",Series C,2019,4,4,Media/Entertainment,Dollars,2000000.0
2831,VMate,2019.0,Gurugram,A short video platform,Alibaba,"$100,000,000 ",Series E,2019,1,2,Other,Dollars,100000000.0
2832,Bombay Shirt Company,2012.0,Mumbai,Online custom shirt brand,Lightbox Ventures,"$8,000,000 ",Venture - Series Unknown,2019,1,1,E-Commerce,Dollars,8000000.0
2833,Slintel,2016.0,Chennai,"It helps sales and marketing teams understand purchase intent of buyers on buying patterns, usage and renewals",Stellaris Ventures,"$1,500,000 ",Series B,2019,1,1,Technology,Dollars,1500000.0
2834,MyGameMate,2019.0,Bangalore,eSports platform where players can access various multiplayer mobile games to participate in online tournaments,"Jindagi Live Angels,","$100,000 ",Series D,2019,2,1,Gaming,Dollars,100000.0
2835,Afinoz,2019.0,Noida,Online financial marketplace for customized rate quotes on loans and investment products in India,Fintech innovation lab,Undisclosed,Series E,2019,1,1,FinTech,Not Specified,43330301.2987013
2836,Rein Games,2019.0,Noida,"It develops, publishes and distributes games across various platforms","Manipal Education and Medical Group (MEMG) family office, Titan Capital","$50,000,000 ",Series B,2019,2,4,Technology,Dollars,50000000.0
2837,Ecozen,2019.0,Pune,It develops technology-enabled products to strengthen the farm-to-fork value chain of perishables.,Innovation in Food & Agriculture Fund (IFA Fund),"$6,000,000 ",Series A,2019,1,3,Technology,Dollars,6000000.0
2838,Box8,2011.0,Mumbai,Enables to order food online,Trifecta Capital,"$120,000,000 ",Venture - Series Unknown,2019,1,2,Consumables,Dollars,120000000.0
2839,Awign Enterprises,2016.0,Bangalore,It supplies workforce to the economy,"Work10M, Michael and Susan Dell Foundation, Eagle10, Unitus Ventures.","$4,000,000 ",Series A,2019,4,3,Other,Dollars,4000000.0
2840,Purplle,2012.0,Mumbai,Online makeup and beauty products retailer,Goldman Sachs,"$30,000,000 ",Series C,2019,1,2,Wellness/Beauty,Dollars,30000000.0
2841,Freightwalla,2017.0,Mumbai,Provides digital platform for businesses to plan and manage their international freight shipments online,"Amplo, FJ Labs, Rogue One Capital","$4,000,000 ",Series A,2019,3,3,E-Commerce,Dollars,4000000.0
2842,TapChief,2016.0,Bangalore,It connects individuals in need of advice in a specific domain to individuals who have expertise in the same,Blume Ventures.,"$1,500,000 ",Series E,2019,1,3,Other,Dollars,1500000.0
2843,eJOHRI,2015.0,Mumbai,Omnichannel marketplace for gems and jewellery,Rajesh Ranavat,"$1,000,000 ",Series D,2019,1,2,Other,Dollars,1000000.0
2844,Ninjacart,2015.0,Gurugram,"It connects producers of food directly to retailers, restuarants and service providers.","Walmart, Flipkart",Undisclosed,Venture - Series Unknown,2019,2,2,E-Commerce,Not Specified,43330301.2987013
2845,Binca Games,2014.0,Mumbai,It offers games that are available across India and UK.,Sunil Gavaskar,Undisclosed,Seed,2019,1,2,Gaming,Not Specified,43330301.2987013
2846,KredX,2019.0,Bangalore,Invoice discounting platform,Tiger Global Management,"$26,000,000 ",Series B,2019,1,1,Other,Dollars,26000000.0
2847,m.Paani,2019.0,Mumbai,It digitizes and organises local retailers,"AC Ventures, Henkel","$5,500,000 ",Series A,2019,2,1,Other,Dollars,5500000.0
2848,Origo,2010.0,Gurugram,It provides post-harvest management services for agricultural commodities,"Oikocredit, Caspian SME Impact Fund IV,  Triodos Investment Management","$6,800,000 ",Series A,2019,3,2,Technology,Dollars,6800000.0
2849,WishADish,2019.0,Delhi,Provides management solution for restaurants,Undisclosed,"$6,000,000 ",Corporate Round,2019,1,2,Consumables,Dollars,6000000.0
2850,Ecom Express,2012.0,Gurugram,It is a technology enabled logistics solutions provider to the Indian e-commerce industry,CDC Group,"$36,000,000 ",Series D,2019,1,4,Logistics,Dollars,36000000.0
2851,Stanza Living,2017.0,Delhi,Provides comfortable and secure accomodation for students,Alteria Capital,"$5,700,000 ",Series E,2019,1,2,Real Estate,Dollars,5700000.0
2852,PiBeam,2019.0,Chennai,It is engaged in building sustainable and affordable micro-mobility electric vehicles,GAIL (India) Ltd,"$50,000,000 ",Series A,2019,1,1,Automotive,Dollars,50000000.0
2853,Euler Motors,2019.0,Delhi,It is offering mobility as a service,"Blume Ventures, Emergent Ventures","$2,000,000 ",Series C,2019,2,1,Automotive,Dollars,2000000.0
2854,Moms Co,2019.0,Delhi,It is into mother and baby care-focused consumer goods,"Saama Capital, DSG Consumer Partners","$5,000,000 ",Series B,2019,2,1,E-Commerce,Dollars,5000000.0
2855,Cubical Labs,2013.0,Gurugram,Home automation solution provider,Rockstud Capital,Undisclosed,Series B,2019,1,2,Technology,Not Specified,43330301.2987013
2856,Lawyered,2015.0,Delhi,It helps to connect to legal advise online,"Pramendra Tomar, Ratish Pandey, Munish Bhatia, Sumit Aggarwal","$100,000 ",Series D,2019,4,2,Technology,Dollars,100000.0
2857,Cuemath,2013.0,Bangalore,It helps students to learn math online,"Manta Ray Ventures Limited, Googles Capital G, Sequoia India.","$5,500,000 ",Angel,2019,3,1,Education,Dollars,5500000.0
2858,Licious,2015.0,Bangalore,Online meat shop,Vertex Ventures,"$25,000,000 ",Series D,2019,1,2,Consumables,Dollars,25000000.0
2859,Nivesh.com,2016.0,Noida,The platform simplifies the process of investment,Windrose Capital,"$600,000 ",Venture - Series Unknown,2019,1,2,Finance,Dollars,600000.0
2860,Zebu,2015.0,Mumbai,"Platform uses encryption technology to allow businesses to safely store files, invoices, and schedules",Undisclosed,"$4,000,000 ",Venture - Series Unknown,2019,1,1,Other,Dollars,4000000.0
2861,Smart Institute,2019.0,Surat,A platform to learn online,HNI investors,"$1,500,000 ",Series B,2019,1,2,Education,Dollars,1500000.0
2862,CarDekho,2008.0,Jaipur,Enables people to buy and sell new/old cars.,"Ping An Global Voyager Fund, Hillhouse Capital, Sequoia Capital","$70,000,000 ",Series D,2019,3,1,Automotive,Dollars,70000000.0
2863,Shadowfax,2015.0,Bangalore,A platform for delivery services,"Flipkart, Eight Roads Ventures, NGP Capital, Qualcomm Ventures, Mirae Asset Naver Fund, World Bank-backed IFC","$60,000,000 ",Series D,2019,6,2,Logistics,Dollars,60000000.0
